"","subject","stim1","stim2","freq","type","procedure","trial","rt","source","freq_prioritem1","freq_prioritem","freq_prioritem2","freq_prioritem3","freq_consec_value","freq_consec_lab","resp","rem","fam","new","acc","duration","onset","list"
"3445",31,"bowl.pict",NA,"Low","old","test",85,831,"fake","Low","Low","Low","High",-1.5,"Low2","FAM",0,1,0,1,2331,485529,"1"
"3446",31,"calculator.pict",NA,NA,"new","test",86,795,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2295,487860,"1"
"3447",31,"pumpkins.pict",NA,NA,"new","test",87,723,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2223,490155,"1"
"3448",31,"mushroom.pict",NA,NA,"new","test",88,738,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2238,492378,"1"
"3449",31,"salad.pict",NA,"High","old","test",89,982,"fake","High","High","High","High",3.5,"High4","NEW",0,0,1,0,2482,494616,"1"
"3450",31,"basketball.pict",NA,"Low","old","test",90,880,"fake","High","High","High","Low",1.5,"High2","REM",1,0,0,1,2380,497098,"1"
"3451",31,"avocado.pict",NA,"High","old","test",91,863,"fake","High","High","Low","High",0.5,"High1","FAM",0,1,0,1,2363,499478,"1"
"3452",31,"printer.pict",NA,NA,"new","test",92,781,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2281,501841,"1"
"3453",31,"drum2.pict",NA,"Low","old","test",93,571,"fake","Low","Low","Low","Low",-3.5,"Low4","REM",1,0,0,1,2071,504122,"1"
"3454",31,"dice.pict",NA,NA,"new","test",94,768,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2268,506193,"1"
"3455",31,"guitar.pict",NA,NA,"new","test",95,774,NA,NA,NA,NA,NA,NA,NA,"FAM",0,1,0,0,2274,508461,"1"
"3456",31,"balloons.pict",NA,NA,"new","test",96,621,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2121,510735,"1"
"3457",31,"strawberry2.pict",NA,NA,"new","test",97,753,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2253,512856,"1"
"3458",31,"iron.pict",NA,"Low","old","test",98,798,"fake","Low","Low",NA,NA,-0.5,"Low1","FAM",0,1,0,1,2298,515109,"1"
"3459",31,"table.pict",NA,"Low","old","test",99,835,"fake","Low","Low","Low","High",-1.5,"Low2","NEW",0,0,1,0,2335,517407,"1"
"3460",31,"pineapple.pict",NA,"Low","old","test",100,768,"fake",NA,NA,NA,NA,NA,NA,"REM",1,0,0,1,2268,519742,"1"
"3461",31,"shoes.pict",NA,"High","old","test",101,633,"fake","High","High","High","High",3.5,"High4","REM",1,0,0,1,2133,522010,"1"
"3462",31,"cheese.pict",NA,NA,"new","test",102,1073,NA,NA,NA,NA,NA,NA,NA,"FAM",0,1,0,0,2573,524143,"1"
"3463",31,"basket.pict",NA,"High","old","test",103,677,"fake","High","High","Low","Low",0.5,"High1","NEW",0,0,1,0,2177,526716,"1"
"3464",31,"bike.pict",NA,"High","old","test",104,1003,"fake","High","High","High","High",3.5,"High4","NEW",0,0,1,0,2503,528893,"1"
"3465",31,"piano.pict",NA,"High","old","test",105,1120,"fake","Low","Low","High","High",-0.5,"Low1","REM",1,0,0,1,2620,531396,"1"
"3466",31,"violin.pict",NA,NA,"new","test",106,814,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2314,534016,"1"
"3467",31,"cannon.pict",NA,NA,"new","test",107,947,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2447,536330,"1"
"3468",31,"skates.pict",NA,NA,"new","test",108,1025,NA,NA,NA,NA,NA,NA,NA,"FAM",0,1,0,0,2525,538777,"1"
"3469",31,"cat.pict",NA,NA,"new","test",109,599,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2099,541302,"1"
"3470",31,"scissors.pict",NA,NA,"new","test",110,851,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2351,543401,"1"
"3471",31,"spoon.pict",NA,"Low","old","test",111,862,"fake","Low","Low","High","Low",-0.5,"Low1","FAM",0,1,0,1,2362,545752,"1"
"3472",31,"grapes.pict",NA,NA,"new","test",112,1076,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2576,548114,"1"
"3473",31,"watermelon.pict",NA,"Low","old","test",113,840,"fake","Low","Low","Low","Low",-3.5,"Low4","FAM",0,1,0,1,2340,550690,"1"
"3474",31,"refrigerator.pict",NA,"High","old","test",114,952,"fake","Low","Low","High","High",-0.5,"Low1","REM",1,0,0,1,2452,553030,"1"
"3475",31,"apple.pict",NA,"High","old","test",115,1061,"fake","High","High","High","High",2.5,"High3","REM",1,0,0,1,2561,555482,"1"
"3476",31,"briefcase.pict",NA,"High","old","test",116,865,"fake","High","High","Low","Low",0.5,"High1","FAM",0,1,0,1,2365,558043,"1"
"3477",31,"pot2.pict",NA,"High","old","test",117,738,"fake","High","High","High","Low",1.5,"High2","REM",1,0,0,1,2238,560408,"1"
"3478",31,"owl.pict",NA,"High","old","test",118,721,"fake","Low","Low","Low","Low",-3.5,"Low4","NEW",0,0,1,0,2221,562646,"1"
"3479",31,"camera.pict",NA,NA,"new","test",119,1261,NA,NA,NA,NA,NA,NA,NA,"FAM",0,1,0,0,2761,564867,"1"
"3480",31,"tiger.pict",NA,"Low","old","test",120,678,"fake","High","High","High","High",3.5,"High4","NEW",0,0,1,0,2178,567628,"1"
"3481",33,"violin.pict","DOCTOR","High",NA,"study",1,616,"fake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2116,0,"1"
"3482",33,"shoes.pict","POISON","Low",NA,"study",2,506,"fake","High","High",NA,NA,0.5,"High1",NA,NA,NA,NA,NA,2006,2116,"1"
"3483",33,"apple.pict","PASTE","Low",NA,"study",3,509,"fake","Low","Low","High",NA,-0.5,"Low1",NA,NA,NA,NA,NA,2009,4122,"1"
"3484",33,"owl.pict","FRAME","High",NA,"study",4,660,"fake","Low","Low","Low","High",-1.5,"Low2",NA,NA,NA,NA,NA,2160,6131,"1"
"3485",33,"lemon.pict","MORPHINE","Low",NA,"study",5,683,"fake","High","High","Low","Low",0.5,"High1",NA,NA,NA,NA,NA,2183,8291,"1"
"3486",33,"butterfly.pict","BLOCK","High",NA,"study",6,621,"fake","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,2121,10474,"1"
"3487",33,"drum2.pict","MIXER","Low",NA,"study",7,547,"fake","High","High","Low","High",0.5,"High1",NA,NA,NA,NA,NA,2047,12595,"1"
"3488",33,"cannon.pict","MAPLE","Low",NA,"study",8,832,"fake","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,2332,14642,"1"
"3489",33,"skates.pict","SHOULDER","High",NA,"study",9,1061,"fake","Low","Low","Low","High",-1.5,"Low2",NA,NA,NA,NA,NA,2561,16974,"1"
"3490",33,"egg.pict","HUSBAND","High",NA,"study",10,552,"fake","High","High","Low","Low",0.5,"High1",NA,NA,NA,NA,NA,2052,19535,"1"
"3491",33,"pencil.pict","HOSPITAL","High",NA,"study",11,702,"fake","High","High","High","Low",1.5,"High2",NA,NA,NA,NA,NA,2202,21587,"1"
"3492",33,"baby.pict","POSTER","Low",NA,"study",12,894,"fake","High","High","High","High",2.5,"High3",NA,NA,NA,NA,NA,2394,23789,"1"
"3493",33,"grapes.pict","DRESS","High",NA,"study",13,588,"fake","Low","Low","High","High",-0.5,"Low1",NA,NA,NA,NA,NA,2088,26183,"1"
"3494",33,"duck.pict","BOULDER","Low",NA,"study",14,810,"fake","High","High","Low","High",0.5,"High1",NA,NA,NA,NA,NA,2310,28271,"1"
"3495",33,"tomato.pict","BANKER","Low",NA,"study",15,685,"fake","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,2185,30581,"1"
"3496",33,"pumpkins.pict","OFFICE","High",NA,"study",16,889,"fake","Low","Low","Low","High",-1.5,"Low2",NA,NA,NA,NA,NA,2389,32766,"1"
"3497",33,"umbrella.pict","MALARIA","Low",NA,"study",17,822,"fake","High","High","Low","Low",0.5,"High1",NA,NA,NA,NA,NA,2322,35155,"1"
"3498",33,"bacon.pict","AUDIENCE","High",NA,"study",18,997,"fake","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,2497,37477,"1"
"3499",33,"piano.pict","MUSIC","High",NA,"study",19,856,"fake","High","High","Low","High",0.5,"High1",NA,NA,NA,NA,NA,2356,39974,"1"
"3500",33,"earth.pict","SPIKE","Low",NA,"study",20,518,"fake","High","High","High","Low",1.5,"High2",NA,NA,NA,NA,NA,2018,42330,"1"
"3501",33,"iron.pict","WALLET","Low",NA,"study",21,628,"fake","Low","Low","High","High",-0.5,"Low1",NA,NA,NA,NA,NA,2128,44348,"1"
"3502",33,"printer.pict","NAPKIN","Low",NA,"study",22,556,"fake","Low","Low","Low","High",-1.5,"Low2",NA,NA,NA,NA,NA,2056,46476,"1"
"3503",33,"accordion.pict","BOUQUET","Low",NA,"study",23,996,"fake","Low","Low","Low","Low",-2.5,"Low3",NA,NA,NA,NA,NA,2496,48532,"1"
"3504",33,"keyboard.pict","CHILDREN","High",NA,"study",24,761,"fake","Low","Low","Low","Low",-3.5,"Low4",NA,NA,NA,NA,NA,2261,51028,"1"
"3505",33,"gloves.pict","BEVERAGE","Low",NA,"study",25,670,"fake","High","High","Low","Low",0.5,"High1",NA,NA,NA,NA,NA,2170,53289,"1"
"3506",33,"bride.pict","CROWD","High",NA,"study",26,801,"fake","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,2301,55459,"1"
"3507",33,"cup.pict","PARCEL","Low",NA,"study",27,820,"fake","High","High","Low","High",0.5,"High1",NA,NA,NA,NA,NA,2320,57760,"1"
"3508",33,"strawberry2.pict","CHIEF","High",NA,"study",28,691,"fake","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,2191,60080,"1"
"3509",33,"sheep.pict","CARAVAN","Low",NA,"study",29,921,"fake","High","High","Low","High",0.5,"High1",NA,NA,NA,NA,NA,2421,62271,"1"
"3510",33,"bottle2.pict","MOUTH","High",NA,"study",30,708,"fake","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,2208,64692,"1"
"3511",33,"boots.pict","TAILOR","Low",NA,"study",31,814,"fake","High","High","Low","High",0.5,"High1",NA,NA,NA,NA,NA,2314,66900,"1"
"3512",33,"chair2.pict","LIBRARY","High",NA,"study",32,626,"fake","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,2126,69214,"1"
"3513",33,"dog.pict","DINNER","High",NA,"study",33,694,"fake","High","High","Low","High",0.5,"High1",NA,NA,NA,NA,NA,2194,71340,"1"
"3514",33,"bike.pict","SMILE","High",NA,"study",34,855,"fake","High","High","High","Low",1.5,"High2",NA,NA,NA,NA,NA,2355,73534,"1"
"3515",33,"camera.pict","CRUMB","Low",NA,"study",35,798,"fake","High","High","High","High",2.5,"High3",NA,NA,NA,NA,NA,2298,75889,"1"
"3516",33,"flower.pict","PENDULUM","Low",NA,"study",36,668,"fake","Low","Low","High","High",-0.5,"Low1",NA,NA,NA,NA,NA,2168,78187,"1"
"3517",33,"cow.pict","GROUND","High",NA,"study",37,625,"fake","Low","Low","Low","High",-1.5,"Low2",NA,NA,NA,NA,NA,2125,80355,"1"
"3518",33,"pot2.pict","WHEEL","High",NA,"study",38,561,"fake","High","High","Low","Low",0.5,"High1",NA,NA,NA,NA,NA,2061,82480,"1"
"3519",33,"lighthouse.pict","RECORD","High",NA,"study",39,597,"fake","High","High","High","Low",1.5,"High2",NA,NA,NA,NA,NA,2097,84541,"1"
"3520",33,"salad.pict","BAYONET","Low",NA,"study",40,716,"fake","High","High","High","High",2.5,"High3",NA,NA,NA,NA,NA,2216,86638,"1"
"3521",33,"avocado.pict",NA,NA,"new","test",41,2223,NA,NA,NA,NA,NA,NA,NA,"REM",1,0,0,0,3723,388854,"1"
"3522",33,"bride.pict",NA,"High","old","test",42,843,"fake","Low","Low","High","Low",-0.5,"Low1","REM",1,0,0,1,2343,392577,"1"
"3523",33,"horse.pict",NA,NA,"new","test",43,1123,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2623,394920,"1"
"3524",33,"computer.pict",NA,NA,"new","test",44,669,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2169,397543,"1"
"3525",33,"lion.pict",NA,NA,"new","test",45,879,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2379,399712,"1"
"3526",33,"guitar.pict",NA,NA,"new","test",46,1701,NA,NA,NA,NA,NA,NA,NA,"FAM",0,1,0,0,3201,402091,"1"
"3527",33,"stethoscope.pict",NA,NA,"new","test",47,940,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2440,405292,"1"
"3528",33,"tiger.pict",NA,NA,"new","test",48,1078,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2578,407732,"1"
"3529",33,"grill.pict",NA,NA,"new","test",49,1155,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2655,410310,"1"
"3530",33,"gloves.pict",NA,"Low","old","test",50,1888,"fake","High","High","Low","Low",0.5,"High1","FAM",0,1,0,1,3388,412965,"1"
"3531",33,"watermelon.pict",NA,NA,"new","test",51,1185,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2685,416353,"1"
"3532",33,"dice.pict",NA,NA,"new","test",52,808,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2308,419038,"1"
"3533",33,"squash.pict",NA,NA,"new","test",53,794,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2294,421346,"1"
"3534",33,"bike.pict",NA,"High","old","test",54,2122,"fake","High","High","High","Low",1.5,"High2","FAM",0,1,0,1,3622,423640,"1"
"3535",33,"refrigerator.pict",NA,NA,"new","test",55,1194,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2694,427262,"1"
"3536",33,"pot2.pict",NA,"High","old","test",56,893,"fake","High","High","Low","Low",0.5,"High1","REM",1,0,0,1,2393,429956,"1"
"3537",33,"bacon.pict",NA,"High","old","test",57,802,"fake","Low","Low","High","Low",-0.5,"Low1","REM",1,0,0,1,2302,432349,"1"
"3538",33,"car.pict",NA,NA,"new","test",58,1072,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2572,434651,"1"
"3539",33,"cat.pict",NA,NA,"new","test",59,648,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2148,437223,"1"
"3540",33,"mushroom.pict",NA,NA,"new","test",60,902,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2402,439371,"1"
"3541",33,"zebra.pict",NA,NA,"new","test",61,1282,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2782,441773,"1"
"3542",33,"salad.pict",NA,"Low","old","test",62,1424,"fake","High","High","High","High",2.5,"High3","FAM",0,1,0,1,2924,444555,"1"
"3543",33,"iron.pict",NA,"Low","old","test",63,908,"fake","Low","Low","High","High",-0.5,"Low1","REM",1,0,0,1,2408,447479,"1"
"3544",33,"shoes.pict",NA,"Low","old","test",64,945,"fake","High","High",NA,NA,0.5,"High1","REM",1,0,0,1,2445,449887,"1"
"3545",33,"sheep.pict",NA,"Low","old","test",65,745,"fake","High","High","Low","High",0.5,"High1","REM",1,0,0,1,2245,452332,"1"
"3546",33,"egg.pict",NA,"High","old","test",66,832,"fake","High","High","Low","Low",0.5,"High1","REM",1,0,0,1,2332,454577,"1"
"3547",33,"accordion.pict",NA,"Low","old","test",67,598,"fake","Low","Low","Low","Low",-2.5,"Low3","REM",1,0,0,1,2098,456909,"1"
"3548",33,"pumpkins.pict",NA,"High","old","test",68,588,"fake","Low","Low","Low","High",-1.5,"Low2","REM",1,0,0,1,2088,459007,"1"
"3549",33,"flower.pict",NA,"Low","old","test",69,636,"fake","Low","Low","High","High",-0.5,"Low1","REM",1,0,0,1,2136,461095,"1"
"3550",33,"pig.pict",NA,NA,"new","test",70,833,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2333,463231,"1"
"3551",33,"pencil.pict",NA,"High","old","test",71,1833,"fake","High","High","High","Low",1.5,"High2","FAM",0,1,0,1,3333,465564,"1"
"3552",33,"stereo.pict",NA,NA,"new","test",72,883,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2383,468897,"1"
"3553",33,"knife.pict",NA,NA,"new","test",73,1152,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2652,471280,"1"
"3554",33,"basketball.pict",NA,NA,"new","test",74,662,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2162,473932,"1"
"3555",33,"chair2.pict",NA,"High","old","test",75,1589,"fake","Low","Low","High","Low",-0.5,"Low1","REM",1,0,0,1,3089,476094,"1"
"3556",33,"lemon.pict",NA,"Low","old","test",76,806,"fake","High","High","Low","Low",0.5,"High1","REM",1,0,0,1,2306,479183,"1"
"3557",33,"drum2.pict",NA,"Low","old","test",77,742,"fake","High","High","Low","High",0.5,"High1","REM",1,0,0,1,2242,481489,"1"
"3558",33,"keyboard.pict",NA,"High","old","test",78,812,"fake","Low","Low","Low","Low",-3.5,"Low4","REM",1,0,0,1,2312,483731,"1"
"3559",33,"cannon.pict",NA,"Low","old","test",79,596,"fake","Low","Low","High","Low",-0.5,"Low1","REM",1,0,0,1,2096,486043,"1"
"3560",33,"calculator.pict",NA,NA,"new","test",80,901,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2401,488139,"1"
"3561",33,"flag4.pict",NA,NA,"new","test",81,877,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2377,490540,"1"
"3562",33,"balloons.pict",NA,NA,"new","test",82,892,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2392,492917,"1"
"3563",33,"umbrella.pict",NA,"Low","old","test",83,901,"fake","High","High","Low","Low",0.5,"High1","REM",1,0,0,1,2401,495309,"1"
"3564",33,"cheese.pict",NA,NA,"new","test",84,2115,NA,NA,NA,NA,NA,NA,NA,"FAM",0,1,0,0,3615,497710,"1"
"3565",33,"tomato.pict",NA,"Low","old","test",85,1951,"fake","Low","Low","High","Low",-0.5,"Low1","REM",1,0,0,1,3451,501325,"1"
"3566",33,"spoon.pict",NA,NA,"new","test",86,2124,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3624,504776,"1"
"3567",33,"elephant.pict",NA,NA,"new","test",87,1841,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,3341,508400,"1"
"3568",33,"orange.pict",NA,NA,"new","test",88,1999,NA,NA,NA,NA,NA,NA,NA,"FAM",0,1,0,0,3499,511741,"1"
"3569",33,"grapes.pict",NA,"High","old","test",89,956,"fake","Low","Low","High","High",-0.5,"Low1","REM",1,0,0,1,2456,515240,"1"
"3570",33,"violin.pict",NA,"High","old","test",90,1681,"fake",NA,NA,NA,NA,NA,NA,"REM",1,0,0,1,3181,517696,"1"
"3571",33,"piano.pict",NA,"High","old","test",91,731,"fake","High","High","Low","High",0.5,"High1","REM",1,0,0,1,2231,520877,"1"
"3572",33,"printer.pict",NA,"Low","old","test",92,1215,"fake","Low","Low","Low","High",-1.5,"Low2","FAM",0,1,0,1,2715,523108,"1"
"3573",33,"scissors.pict",NA,NA,"new","test",93,745,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2245,525823,"1"
"3574",33,"butterfly.pict",NA,"High","old","test",94,910,"fake","Low","Low","High","Low",-0.5,"Low1","REM",1,0,0,1,2410,528068,"1"
"3575",33,"owl.pict",NA,"High","old","test",95,919,"fake","Low","Low","Low","High",-1.5,"Low2","REM",1,0,0,1,2419,530478,"1"
"3576",33,"muffin.pict",NA,NA,"new","test",96,1311,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2811,532897,"1"
"3577",33,"bottle2.pict",NA,"High","old","test",97,907,"fake","Low","Low","High","Low",-0.5,"Low1","REM",1,0,0,1,2407,535708,"1"
"3578",33,"bowl.pict",NA,NA,"new","test",98,905,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2405,538115,"1"
"3579",33,"skates.pict",NA,"High","old","test",99,785,"fake","Low","Low","Low","High",-1.5,"Low2","REM",1,0,0,1,2285,540520,"1"
"3580",33,"strawberry2.pict",NA,"High","old","test",100,665,"fake","Low","Low","High","Low",-0.5,"Low1","REM",1,0,0,1,2165,542805,"1"
"3581",33,"raspberry.pict",NA,NA,"new","test",101,1014,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2514,544970,"1"
"3582",33,"pepper.pict",NA,NA,"new","test",102,721,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2221,547484,"1"
"3583",33,"cup.pict",NA,"Low","old","test",103,762,"fake","High","High","Low","High",0.5,"High1","REM",1,0,0,1,2262,549705,"1"
"3584",33,"briefcase.pict",NA,NA,"new","test",104,708,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2208,551967,"1"
"3585",33,"stove.pict",NA,NA,"new","test",105,1289,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2789,554175,"1"
"3586",33,"binoculars.pict",NA,NA,"new","test",106,742,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2242,556964,"1"
"3587",33,"pineapple.pict",NA,NA,"new","test",107,1132,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2632,559206,"1"
"3588",33,"camera.pict",NA,"Low","old","test",108,1926,"fake","High","High","High","High",2.5,"High3","FAM",0,1,0,1,3426,561838,"1"
"3589",33,"basket.pict",NA,NA,"new","test",109,807,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2307,565264,"1"
"3590",33,"dog.pict",NA,"High","old","test",110,786,"fake","High","High","Low","High",0.5,"High1","REM",1,0,0,1,2286,567571,"1"
"3591",33,"duck.pict",NA,"Low","old","test",111,687,"fake","High","High","Low","High",0.5,"High1","REM",1,0,0,1,2187,569857,"1"
"3592",33,"cow.pict",NA,"High","old","test",112,768,"fake","Low","Low","Low","High",-1.5,"Low2","REM",1,0,0,1,2268,572044,"1"
"3593",33,"apple.pict",NA,"Low","old","test",113,704,"fake","Low","Low","High",NA,-0.5,"Low1","REM",1,0,0,1,2204,574312,"1"
"3594",33,"lighthouse.pict",NA,"High","old","test",114,775,"fake","High","High","High","Low",1.5,"High2","REM",1,0,0,1,2275,576516,"1"
"3595",33,"sock.pict",NA,NA,"new","test",115,561,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2061,578791,"1"
"3596",33,"corn.pict",NA,NA,"new","test",116,593,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2093,580852,"1"
"3597",33,"table.pict",NA,NA,"new","test",117,581,NA,NA,NA,NA,NA,NA,NA,"NEW",0,0,1,1,2081,582945,"1"
"3598",33,"earth.pict",NA,"Low","old","test",118,783,"fake","High","High","High","Low",1.5,"High2","REM",1,0,0,1,2283,585026,"1"
"3599",33,"boots.pict",NA,"Low","old","test",119,800,"fake","High","High","Low","High",0.5,"High1","REM",1,0,0,1,2300,587309,"1"
"3600",33,"baby.pict",NA,"Low","old","test",120,602,"fake","High","High","High","High",2.5,"High3","REM",1,0,0,1,2102,589609,"1"
"3601",34,"boots.pict","MORPHINE","Low",NA,"study",1,564,"fake",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2064,0,"1"
"3602",34,"gloves.pict","CROWD","High",NA,"study",2,811,"fake","Low","Low",NA,NA,-0.5,"Low1",NA,NA,NA,NA,NA,2311,2064,"1"
"3603",34,"scissors.pict","PARCEL","Low",NA,"study",3,780,"fake","High","High","Low",NA,0.5,"High1",NA,NA,NA,NA,NA,2280,4375,"1"
"3604",34,"piano.pict","MAPLE","Low",NA,"study",4,930,"fake","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,2430,6655,"1"
"3605",34,"basketball.pict","MARKET","High",NA,"study",5,517,"fake","Low","Low","Low","High",-1.5,"Low2",NA,NA,NA,NA,NA,2017,9085,"1"
"3606",34,"binoculars.pict","STAIR","Low",NA,"study",6,834,"fake","High","High","Low","Low",0.5,"High1",NA,NA,NA,NA,NA,2334,11102,"1"
"3607",34,"orange.pict","MOISTURE","Low",NA,"study",7,603,"fake","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,2103,13436,"1"
"3608",34,"skates.pict","VALLEY","High",NA,"study",8,940,"fake","Low","Low","Low","High",-1.5,"Low2",NA,NA,NA,NA,NA,2440,15539,"1"
"3609",34,"watermelon.pict","DOCTOR","High",NA,"study",9,514,"fake","High","High","Low","Low",0.5,"High1",NA,NA,NA,NA,NA,2014,17979,"1"
"3610",34,"calculator.pict","HARNESS","Low",NA,"study",10,1473,"fake","High","High","High","Low",1.5,"High2",NA,NA,NA,NA,NA,2973,19993,"1"
"3611",34,"sheep.pict","COLLEGE","High",NA,"study",11,581,"fake","Low","Low","High","High",-0.5,"Low1",NA,NA,NA,NA,NA,2081,22966,"1"
"3612",34,"knife.pict","STATION","High",NA,"study",12,575,"fake","High","High","Low","High",0.5,"High1",NA,NA,NA,NA,NA,2075,25047,"1"
"3613",34,"cat.pict","SATIN","Low",NA,"study",13,1293,"fake","High","High","High","Low",1.5,"High2",NA,NA,NA,NA,NA,2793,27122,"1"
"3614",34,"table.pict","BOULDER","Low",NA,"study",14,858,"fake","Low","Low","High","High",-0.5,"Low1",NA,NA,NA,NA,NA,2358,29915,"1"
"3615",34,"accordion.pict","MUSIC","High",NA,"study",15,537,"fake","Low","Low","Low","High",-1.5,"Low2",NA,NA,NA,NA,NA,2037,32273,"1"
"3616",34,"keyboard.pict","MONKEY","Low",NA,"study",16,557,"fake","High","High","Low","Low",0.5,"High1",NA,NA,NA,NA,NA,2057,34310,"1"
"3617",34,"bottle2.pict","BEVERAGE","Low",NA,"study",17,737,"fake","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,2237,36367,"1"
"3618",34,"dog.pict","HOTEL","High",NA,"study",18,519,"fake","Low","Low","Low","High",-1.5,"Low2",NA,NA,NA,NA,NA,2019,38604,"1"
"3619",34,"cup.pict","COURT","High",NA,"study",19,498,"fake","High","High","Low","Low",0.5,"High1",NA,NA,NA,NA,NA,1998,40623,"1"
"3620",34,"iron.pict","BOUQUET","Low",NA,"study",20,672,"fake","High","High","High","Low",1.5,"High2",NA,NA,NA,NA,NA,2172,42621,"1"
"3621",34,"earth.pict","PAPER","High",NA,"study",21,783,"fake","Low","Low","High","High",-0.5,"Low1",NA,NA,NA,NA,NA,2283,44793,"1"
"3622",34,"violin.pict","TAILOR","Low",NA,"study",22,562,"fake","High","High","Low","High",0.5,"High1",NA,NA,NA,NA,NA,2062,47076,"1"
"3623",34,"butterfly.pict","VOTER","Low",NA,"study",23,596,"fake","Low","Low","High","Low",-0.5,"Low1",NA,NA,NA,NA,NA,2096,49138,"1"
"3624",34,"lion.pict","HUSBAND","High",NA,"study",24,549,"fake","Low","Low","Low","High",-1.5,"Low2",NA,NA,NA,NA,NA,2049,51234,"1"
"3625",34,"sock.pict","SMILE","High",NA,"study",25,600,"fake","High","High","Low","Low",0.5,"High1",NA,NA,NA,NA,NA,2100,53283,"1"
"3626",34,"cow.pict","STEEPLE","Low",NA,"study",26,906,"fake","High","High","High","Low",1.5,"High2",NA,NA,NA,NA,NA,2406,55383,"1"
"3627",34,"basket.pict","DRESS","High",NA,"study",27,631,"fake","Low","Low","High","High",-0.5,"Low1",NA,NA,NA,NA,NA,2131,57789,"1"
